NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
2,3,6,11,3,STEM,300,7,100000,12,Male,East Asian,30,3
1,2,5,4,4,NON-STEM,20000,4,74100,12,Male,White or of European descent,30,2
4,4,7,11,3,NON-STEM,15,4,130000,12,Male,White or of European descent,30,4
2,4,5,8,1,NON-STEM,60,7,85000,12,Non-Male,White or of European descent,30,3
1,3,1,9,4,STEM,60,10,150000,8,Male,White or of European descent,30,4
2,9,4,13,1,,15,13,75000,12,Male,White or of European descent,40,2
2,3,4,5,3,STEM,20000,16,102000,8,Male,White or of European descent,40,4
1,4,2,10,3,STEM,15,7,70000,12,Male,White or of European descent,21,2
,1,1,3,4,STEM,300,4,65000,8,Male,White or of European descent,30,2
2,2,4,8,4,NON-STEM,300,4,130000,12,Male,White or of European descent,30,4
2,4,3,7,3,NON-STEM,7500,4,75000,12,Male,White or of European descent,30,2
1,3,3,8,3,STEM,60,7,142000,12,Male,White or of European descent,30,4
1,2,2,6,3,NON-STEM,3000,1,75000,12,Non-Male,White or of European descent,30,2
1,3,3,8,3,STEM,15,4,85000,12,Non-Male,Black or of African descent,30,3
,3,3,4,2,STEM,20000,22,83000,12,Male,White or of European descent,50,3
,,2,5,4,NON-STEM,7500,7,126000,8,Non-Male,White or of European descent,60,4
,,2,6,3,NON-STEM,7500,10,57000,8,Male,White or of European descent,40,2
1,1,1,6,3,STEM,15,25,55000,8,Male,White or of European descent,50,2
1,,2,6,1,STEM,60,4,27300,12,Male,White or of European descent,21,1
1,2,3,9,3,STEM,20000,4,55000,8,Male,White or of European descent,30,2
7,10,13,14,4,STEM,5,25,126000,12,Male,Black or of African descent,40,4
,1,3,8,4,NON-STEM,3000,10,110000,12,Male,White or of European descent,40,4
2,,2,7,4,STEM,5,4,150000,8,Non-Male,White or of European descent,30,4
1,,3,6,4,,60,4,75000,8,Male,White or of European descent,50,2
1,3,1,7,1,,300,16,110000,8,Male,White or of European descent,40,4
3,4,5,5,3,STEM,300,4,100000,12,Non-Male,White or of European descent,30,3
,1,1,5,1,,60,10,120000,12,Male,Other,40,4
,,,1,4,STEM,3000,7,130000,8,Male,White or of European descent,50,4
6,2,7,10,1,,60,10,120000,12,Male,Other,30,4
3,5,3,6,4,,300,7,95000,8,Male,,,3
,1,4,5,3,STEM,7500,19,116000,12,Non-Male,White or of European descent,40,4
3,1,2,6,3,STEM,3000,10,95000,12,Male,White or of European descent,30,3
1,3,3,6,3,NON-STEM,300,7,131670,8,Male,Black or of African descent,30,4
,,3,3,4,NON-STEM,3000,1,55000,8,Male,White or of European descent,30,2
,1,2,12,3,NON-STEM,3000,10,85000,12,Male,White or of European descent,40,3
4,7,5,13,3,STEM,300,16,96000,8,Male,White or of European descent,40,3
2,3,2,9,1,,5,4,48000,14,Male,White or of European descent,21,1
3,2,5,5,4,STEM,20000,4,144000,14,Male,Other,30,4
3,5,5,7,3,STEM,300,1,60000,12,Male,Other,30,2
2,4,4,9,3,STEM,20000,7,130000,8,Male,White or of European descent,30,4
,,1,5,3,STEM,300,13,53000,14,Non-Male,White or of European descent,50,2
2,1,3,3,4,STEM,60,1,135000,8,Male,Other,30,4
,,1,7,3,STEM,300,13,59400,12,,,40,2
,1,1,4,4,NON-STEM,750,10,68000,8,Non-Male,White or of European descent,40,2
1,8,6,11,1,STEM,300,4,60000,14,Male,White or of European descent,21,2
2,2,1,7,4,STEM,60,7,110000,12,Male,White or of European descent,30,4
,2,2,7,4,STEM,20000,7,125000,12,Male,White or of European descent,30,4
3,1,2,8,4,STEM,20000,19,120000,12,Male,Hispanic or Latino/Latina,50,4
2,1,2,2,3,STEM,20000,10,150000,12,Non-Male,Other,30,4
,2,1,5,3,STEM,3000,10,65000,12,Male,East Asian,30,2
1,2,5,8,3,STEM,300,4,90000,12,Male,White or of European descent,30,3
1,4,3,6,1,STEM,60,4,125000,8,Male,White or of European descent,40,4
,2,7,5,4,NON-STEM,3000,4,165000,12,Non-Male,Hispanic or Latino/Latina,40,5
2,5,6,9,3,STEM,300,13,118000,12,Male,White or of European descent,30,4
2,1,3,1,4,STEM,750,4,82000,12,Non-Male,East Asian,30,3
2,3,4,7,3,STEM,300,7,111000,8,Male,White or of European descent,30,4
5,3,4,7,3,STEM,300,4,80000,12,Male,White or of European descent,30,3
1,1,2,14,3,STEM,,10,63890,14,Male,,,2
,2,2,5,3,,,4,92000,12,Male,White or of European descent,30,3
1,2,2,6,1,STEM,,10,70000,12,Male,White or of European descent,30,2
,,,2,1,NON-STEM,,30,150000,12,Male,,60,4
,3,1,4,3,STEM,,13,96000,12,Male,White or of European descent,30,3
2,2,1,6,3,STEM,,19,80000,12,Male,White or of European descent,50,3
1,2,2,7,3,STEM,,7,83200,12,Male,White or of European descent,30,3
1,2,,11,4,STEM,,7,98000,12,Male,White or of European descent,30,3
2,2,1,7,3,NON-STEM,,13,120000,12,Male,White or of European descent,40,4
1,7,2,8,4,STEM,,1,70000,12,Male,White or of European descent,21,2
2,3,4,7,1,STEM,,1,35000,8,Male,Black or of African descent,21,1
,2,1,11,4,STEM,,7,100000,8,Male,White or of European descent,30,3
2,,1,5,3,STEM,,13,136000,8,,,40,4
1,2,2,9,3,STEM,,4,75000,12,Male,White or of European descent,30,2
,3,3,14,1,NON-STEM,,25,108000,8,Non-Male,White or of European descent,50,4
1,1,3,5,3,STEM,,10,70000,14,Male,White or of European descent,30,2
,,,,1,STEM,,1,40000,,,,,1
2,3,4,10,1,STEM,,10,73000,14,,White or of European descent,30,2
4,4,6,16,1,STEM,,10,170000,14,Male,White or of European descent,30,5
2,,2,7,3,STEM,,16,106000,12,Male,White or of European descent,40,4
,2,3,9,3,STEM,,7,50000,14,Male,White or of European descent,30,1
,1,4,1,1,STEM,,4,57500,14,Male,Hispanic or Latino/Latina,40,2
1,1,2,6,3,STEM,,4,91000,8,Male,White or of European descent,30,3
4,2,3,6,3,,,1,60000,12,Male,,30,2
3,1,1,4,4,STEM,,4,80000,14,Male,White or of European descent,30,3
,1,1,1,3,STEM,,19,65580,8,Male,White or of European descent,40,2
,4,1,10,2,STEM,,7,75000,12,Male,White or of European descent,30,2
,,1,5,3,STEM,,7,140000,14,,,,4
,2,2,14,3,STEM,,10,93855,8,Male,Hispanic or Latino/Latina,40,3
,2,4,6,2,STEM,,10,64000,14,Non-Male,White or of European descent,30,2
6,11,10,19,3,STEM,,4,70000,8,Male,White or of European descent,21,2
2,3,3,12,1,STEM,,19,78000,12,Male,White or of European descent,50,3
2,2,1,8,3,STEM,,1,64000,12,Male,White or of European descent,21,2
3,4,3,9,1,STEM,,10,110000,12,Male,White or of European descent,30,4
2,1,2,6,3,STEM,,1,71400,12,Male,Other,21,2
1,1,3,2,4,STEM,,4,82000,8,Male,Hispanic or Latino/Latina,30,3
3,1,3,6,3,STEM,,4,57000,14,Male,White or of European descent,30,2
,,2,7,4,STEM,,4,75000,8,Male,White or of European descent,30,2
1,2,2,3,3,STEM,,4,70000,8,Male,White or of European descent,21,2
