NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
1,,4,7,4,STEM,20000,4,140000,12,Male,Other,30,4
2,3,4,7,3,NON-STEM,750,4,78000,8,Male,White or of European descent,30,3
2,1,2,5,4,NON-STEM,300,16,110000,8,Male,White or of European descent,50,4
1,2,,5,4,NON-STEM,300,4,103500,12,Male,White or of European descent,40,4
5,10,8,9,3,STEM,15,7,67000,12,Male,White or of European descent,21,2
2,1,2,6,3,STEM,750,10,150000,14,Male,Other,40,4
1,2,2,7,3,STEM,300,7,75000,12,Male,White or of European descent,30,2
3,1,3,5,3,STEM,20000,16,133000,8,Male,White or of European descent,40,4
1,1,3,5,3,STEM,60,19,80000,12,Male,White or of European descent,40,3
2,2,5,5,3,STEM,300,1,85000,12,Male,White or of European descent,30,3
2,2,2,8,3,STEM,20000,4,78500,12,Male,White or of European descent,30,3
1,2,3,6,3,STEM,15,4,90000,8,Male,White or of European descent,30,3
1,2,1,5,4,STEM,20000,1,73000,8,Male,White or of European descent,30,2
,2,2,5,3,STEM,300,19,120000,12,Male,White or of European descent,40,4
1,1,,5,4,STEM,20000,1,120000,12,Male,White or of European descent,30,4
2,2,3,7,1,STEM,60,22,105000,8,Male,White or of European descent,50,4
,2,5,6,4,STEM,750,1,48000,,,,,1
1,6,4,10,4,STEM,300,10,100000,12,Male,White or of European descent,30,3
1,3,4,3,4,STEM,300,1,120000,8,Male,East Asian,30,4
3,9,5,9,3,STEM,60,16,134000,12,Male,White or of European descent,40,4
3,4,7,11,3,STEM,300,7,145000,12,Male,White or of European descent,30,4
,4,2,8,1,,60,7,47000,12,Male,White or of European descent,30,1
3,3,3,6,3,STEM,3000,13,70000,14,Male,White or of European descent,30,2
,,2,5,2,STEM,300,4,65000,14,Male,White or of European descent,30,2
1,,1,8,4,STEM,750,19,195000,12,Male,White or of European descent,40,5
,1,5,8,4,STEM,60,4,135000,12,Male,Other,30,4
3,,7,8,1,STEM,60,4,115000,8,,,,4
3,8,4,7,3,STEM,60,4,135000,12,Male,White or of European descent,30,4
2,3,2,10,1,NON-STEM,300,10,150000,14,Male,Hispanic or Latino/Latina,50,4
4,3,3,3,3,STEM,300,7,92000,14,Male,Hispanic or Latino/Latina,30,3
,1,1,6,3,STEM,15,16,92000,14,Male,White or of European descent,40,3
4,5,3,8,4,NON-STEM,20000,7,160000,8,Male,White or of European descent,30,5
,1,1,6,4,STEM,60,1,65000,8,Non-Male,White or of European descent,30,2
1,2,7,11,3,,15,13,167000,12,Male,White or of European descent,40,5
3,4,3,8,3,STEM,3000,30,108000,12,Male,White or of European descent,60,4
4,2,2,5,4,NON-STEM,60,13,152740,12,Male,Hispanic or Latino/Latina,40,5
3,5,5,7,1,STEM,7500,4,71500,14,Male,White or of European descent,30,2
2,7,1,11,3,STEM,20000,7,80000,14,Male,White or of European descent,30,3
2,2,9,5,3,STEM,750,7,110000,12,Male,White or of European descent,30,4
,1,2,2,3,STEM,3000,22,70000,8,Non-Male,White or of European descent,60,2
1,3,3,4,4,STEM,60,10,88000,12,Male,White or of European descent,30,3
2,3,8,13,3,STEM,60,10,130000,12,Male,East Asian,30,4
4,1,6,9,2,STEM,300,13,129000,12,Non-Male,White or of European descent,30,4
2,1,2,5,3,STEM,20000,1,76500,12,Male,White or of European descent,30,3
4,3,3,13,4,STEM,20000,1,120000,12,Male,Other,21,4
,2,1,4,3,STEM,60,13,110000,12,,,30,4
1,4,5,11,4,STEM,7500,4,80000,8,Male,East Asian,40,3
1,3,8,8,1,STEM,60,4,70000,14,Non-Male,White or of European descent,30,2
,,1,3,3,STEM,300,30,145000,12,Male,White or of European descent,50,4
3,5,5,11,3,STEM,15,22,120000,12,Male,White or of European descent,40,4
1,1,1,6,3,NON-STEM,300,1,70000,8,Non-Male,White or of European descent,30,2
,3,1,6,3,STEM,3000,7,81000,12,Male,,30,3
1,5,8,5,4,NON-STEM,15,19,180000,14,Male,,40,5
1,,,1,4,STEM,20000,1,66500,8,Non-Male,White or of European descent,21,2
4,4,3,9,3,STEM,300,16,160000,12,Male,White or of European descent,40,5
2,2,2,6,4,STEM,60,19,110000,12,Male,White or of European descent,40,4
1,1,1,5,3,STEM,15,4,97000,12,Male,White or of European descent,30,3
4,,7,7,4,NON-STEM,60,4,70000,12,Male,White or of European descent,30,2
,1,4,8,4,NON-STEM,7500,10,90000,14,Male,White or of European descent,30,3
2,2,8,5,1,,60,1,45000,12,Male,White or of European descent,21,1
4,6,3,9,1,STEM,20000,19,95000,14,Male,East Asian,40,3
,,,,4,STEM,750,4,140000,8,,,,4
3,1,1,8,3,STEM,300,1,90000,12,Male,White or of European descent,30,3
3,6,7,6,3,NON-STEM,60,10,102000,8,Male,,50,4
2,5,1,5,3,STEM,3000,1,60000,8,,,,2
2,3,4,8,4,NON-STEM,3000,4,57000,12,Non-Male,White or of European descent,30,2
,3,1,4,3,STEM,15,4,225000,12,Male,White or of European descent,30,6
,3,2,7,4,STEM,300,16,62000,8,Non-Male,White or of European descent,40,2
2,5,3,7,3,STEM,7500,16,130000,8,Male,White or of European descent,40,4
,1,1,2,3,STEM,7500,30,170000,12,Male,White or of European descent,60,5
,,,6,3,STEM,60,1,77000,,,,,3
1,,2,6,4,STEM,60,1,70000,12,Male,White or of European descent,30,2
,3,,10,4,STEM,60,1,97000,12,Male,Other,30,3
2,3,3,7,3,STEM,60,4,65000,12,Male,White or of European descent,30,2
2,1,2,8,2,STEM,3000,13,87000,12,Male,White or of European descent,40,3
2,3,3,9,3,STEM,60,4,44000,14,Male,White or of European descent,30,1
,1,1,6,3,NON-STEM,60,1,50000,12,Male,White or of European descent,30,1
,,1,7,2,STEM,5,13,80000,8,Male,White or of European descent,50,3
4,6,7,7,1,STEM,20000,4,115000,14,Male,White or of European descent,30,4
2,1,,14,3,STEM,20000,4,106000,8,Male,White or of European descent,30,4
1,3,2,9,3,NON-STEM,20000,13,45000,8,Male,White or of European descent,40,1
1,3,5,11,1,,5,19,155000,14,Male,White or of European descent,40,5
1,,2,5,4,STEM,20000,1,127000,8,Male,White or of European descent,30,4
1,,2,7,4,STEM,300,1,85000,12,Male,White or of European descent,40,3
,1,2,2,3,NON-STEM,300,4,115000,8,Male,White or of European descent,30,4
1,4,1,7,4,STEM,60,13,95000,14,Non-Male,White or of European descent,40,3
1,1,,4,4,STEM,15,16,150000,14,Male,White or of European descent,40,4
2,5,8,9,3,STEM,60,19,145000,12,Male,Other,40,4
2,2,3,6,1,STEM,3000,13,190000,14,Male,White or of European descent,40,5
1,5,4,6,1,,60,7,65000,8,Male,White or of European descent,21,2
1,3,2,5,1,STEM,300,25,133000,8,Male,White or of European descent,50,4
3,2,4,7,3,STEM,750,1,80000,8,,,30,3
,2,1,1,3,STEM,5,30,130000,12,Male,White or of European descent,60,4
3,2,3,6,4,STEM,20000,10,120000,14,Male,White or of European descent,30,4
2,3,4,9,3,STEM,15,4,65000,12,Male,White or of European descent,21,2
,1,1,6,4,STEM,20000,22,80000,8,Male,White or of European descent,50,3
1,4,3,11,1,NON-STEM,300,13,126000,8,Male,White or of European descent,40,4
,1,1,5,3,NON-STEM,15,7,75000,12,Male,White or of European descent,40,2
1,2,3,6,2,STEM,60,4,72500,12,Male,White or of European descent,30,2
4,2,8,5,4,STEM,20000,22,165000,14,Male,Other,40,5
2,,2,5,3,STEM,60,10,100000,12,Male,White or of European descent,30,3
3,3,2,7,4,NON-STEM,60,4,100000,12,Male,White or of European descent,40,3
2,5,5,11,3,STEM,60,10,185000,12,Male,White or of European descent,30,5
2,2,4,6,1,NON-STEM,15,1,68000,4,Male,Other,30,2
1,1,1,8,3,STEM,300,7,59800,12,Male,,30,2
3,,1,9,1,STEM,3000,13,66000,12,Male,White or of European descent,40,2
2,4,2,5,3,STEM,60,28,94000,12,Male,White or of European descent,60,3
3,2,7,6,3,STEM,5,10,99000,8,Male,White or of European descent,30,3
,6,5,9,4,STEM,15,22,195000,12,Male,White or of European descent,50,5
1,1,1,7,3,STEM,300,16,88000,8,Male,White or of European descent,40,3
,8,1,8,4,STEM,300,7,180000,12,Male,Other,40,5
3,2,1,6,3,STEM,3000,7,100000,8,Male,White or of European descent,30,3
,,2,4,4,NON-STEM,750,10,100000,12,Male,White or of European descent,40,3
6,4,11,12,3,STEM,3000,1,104000,12,Male,Hispanic or Latino/Latina,30,4
1,2,1,6,1,,300,19,102500,12,Male,White or of European descent,40,4
5,2,7,11,4,STEM,20000,4,126000,8,Non-Male,Other,30,4
,1,8,5,3,STEM,20000,10,114000,12,Male,White or of European descent,30,4
,3,2,7,1,STEM,15,1,47000,12,Male,White or of European descent,30,1
1,5,6,8,3,STEM,60,10,140000,12,Male,White or of European descent,30,4
3,,3,,4,STEM,7500,7,150000,14,Male,Hispanic or Latino/Latina,30,4
,1,1,7,2,STEM,3000,19,73000,12,Non-Male,White or of European descent,60,2
2,,5,7,3,STEM,7500,16,130000,12,Male,White or of European descent,40,4
2,5,6,8,3,STEM,20000,16,85000,12,Male,White or of European descent,40,3
,,3,4,4,NON-STEM,20000,7,106000,12,Male,White or of European descent,40,4
,3,1,6,2,STEM,60,7,35000,12,Male,Black or of African descent,30,1
,3,2,9,3,STEM,20000,16,149000,12,Male,White or of European descent,40,4
,,1,2,3,STEM,20000,4,52000,8,Male,White or of European descent,30,2
,3,5,7,3,STEM,300,1,87000,12,Male,White or of European descent,21,3
1,,3,3,4,STEM,300,4,191000,8,Male,White or of European descent,30,5
2,1,5,7,3,STEM,20000,4,64000,12,Male,White or of European descent,21,2
3,3,6,18,1,,60,7,115000,14,Male,White or of European descent,21,4
1,,2,6,3,STEM,7500,1,65000,8,Male,White or of European descent,21,2
,,,2,4,STEM,3000,1,55000,8,Male,White or of European descent,30,2
,1,1,4,3,STEM,20000,25,115000,12,Male,,50,4
4,4,4,6,3,STEM,300,7,123000,12,Male,White or of European descent,30,4
,,1,7,2,STEM,60,1,45000,12,Male,White or of European descent,30,1
1,4,5,5,3,STEM,60,4,165000,8,Male,Other,30,5
,1,3,8,3,STEM,20000,4,64500,8,Male,White or of European descent,30,2
6,5,2,8,3,STEM,3000,4,75000,8,Male,White or of European descent,21,2
2,4,5,6,4,STEM,20000,10,120000,8,Male,White or of European descent,40,4
2,2,10,8,3,NON-STEM,5,16,150000,12,Male,White or of European descent,40,4
2,1,3,7,4,NON-STEM,750,1,105000,12,Male,White or of European descent,30,4
2,2,5,9,3,STEM,3000,4,60000,8,Male,,21,2
2,3,3,4,1,STEM,15,7,100000,14,Male,White or of European descent,21,3
3,1,2,15,3,STEM,20000,4,71000,12,Male,Black or of African descent,21,2
,1,2,1,2,STEM,300,7,91000,14,Male,White or of European descent,30,3
3,3,6,11,1,STEM,5,7,119050,12,Male,White or of European descent,21,4
,,2,5,3,STEM,300,7,87000,12,Male,White or of European descent,30,3
,1,1,4,4,STEM,15,30,90000,14,Male,,60,3
2,9,7,14,2,STEM,300,4,90000,8,Male,White or of European descent,30,3
4,3,3,6,3,STEM,300,13,130000,12,Male,White or of European descent,30,4
1,1,4,10,3,STEM,7500,10,44244,12,Male,White or of European descent,50,1
3,4,2,6,4,STEM,7500,1,60000,12,Male,White or of European descent,30,2
2,3,1,6,1,STEM,300,4,100000,12,Non-Male,White or of European descent,30,3
1,2,5,11,3,STEM,3000,13,149000,14,Non-Male,White or of European descent,30,4
1,2,3,7,3,STEM,750,4,90000,12,Male,White or of European descent,30,3
,2,,6,4,STEM,750,4,110000,12,Male,White or of European descent,30,4
2,2,2,8,1,STEM,20000,16,140000,8,Male,White or of European descent,40,4
1,1,3,9,3,NON-STEM,60,1,80000,8,Male,White or of European descent,30,3
1,4,2,11,1,NON-STEM,300,10,100000,8,Male,White or of European descent,30,3
1,4,4,9,4,STEM,60,1,93000,12,Non-Male,White or of European descent,40,3
1,2,1,11,3,NON-STEM,60,4,80000,12,,White or of European descent,30,3
,,1,2,4,NON-STEM,300,7,105000,8,Male,White or of European descent,40,4
1,1,2,8,4,NON-STEM,3000,7,53000,8,Non-Male,White or of European descent,30,2
2,1,1,8,1,,3000,22,104000,12,Male,White or of European descent,40,4
3,3,3,11,3,STEM,20000,16,118000,8,Male,White or of European descent,40,4
,4,6,6,3,STEM,300,1,55000,12,Male,White or of European descent,30,2
3,5,7,12,2,STEM,300,13,85000,12,Male,White or of European descent,40,3
1,1,1,5,4,STEM,300,30,85000,12,Male,White or of European descent,60,3
4,3,7,10,3,STEM,300,1,105000,8,Male,White or of European descent,30,4
2,2,2,11,1,STEM,300,10,80000,14,Male,White or of European descent,30,3
1,1,1,8,3,STEM,3000,13,105000,12,Male,White or of European descent,40,4
,,1,6,2,NON-STEM,3000,19,90000,8,Male,White or of European descent,40,3
1,2,,6,1,STEM,300,7,35000,8,Male,Hispanic or Latino/Latina,40,1
2,3,4,9,1,,15,7,110000,14,Male,Other,30,4
,2,1,5,3,STEM,15,1,58000,12,Male,White or of European descent,21,2
,,,2,4,NON-STEM,60,7,90000,8,Male,White or of European descent,40,3
,1,1,1,4,STEM,20000,4,113000,12,Male,White or of European descent,30,4
,2,,8,4,STEM,300,4,102000,12,Male,White or of European descent,30,4
1,2,4,9,4,NON-STEM,5,4,72000,8,Male,White or of European descent,30,2
3,4,3,6,4,NON-STEM,3000,16,100000,8,Male,White or of European descent,40,3
1,2,5,2,4,STEM,60,4,75000,12,Male,East Asian,30,2
3,4,4,6,1,,60,13,65000,12,Male,White or of European descent,40,2
2,2,6,10,3,STEM,300,10,75000,8,Male,White or of European descent,40,2
1,1,4,12,1,,5,16,25000,12,Male,White or of European descent,40,1
1,2,2,3,4,STEM,300,13,105000,12,Male,White or of European descent,40,4
2,4,4,7,1,STEM,5,7,115000,8,Male,White or of European descent,30,4
1,2,1,12,3,STEM,20000,4,100000,12,Male,Black or of African descent,21,3
1,7,5,11,4,NON-STEM,20000,10,96000,8,Male,White or of European descent,30,3
1,4,4,10,3,STEM,300,7,140000,12,Male,White or of European descent,30,4
4,5,5,14,3,,20000,7,92000,14,Male,,30,3
,1,,3,1,,750,4,48100,14,Male,Other,21,1
4,9,7,9,4,STEM,300,13,165000,12,Male,White or of European descent,30,5
3,,4,6,3,STEM,750,13,63000,12,Male,Hispanic or Latino/Latina,40,2
,,1,5,2,STEM,60,7,53000,12,Male,White or of European descent,30,2
4,3,2,9,3,NON-STEM,3000,1,63000,12,Non-Male,East Asian,21,2
1,1,2,6,3,STEM,3000,7,98000,8,Male,White or of European descent,30,3
4,5,2,7,3,STEM,5,4,65000,12,Male,White or of European descent,30,2
1,1,1,5,1,STEM,20000,1,56000,8,Male,White or of European descent,30,2
2,8,4,16,3,STEM,15,4,105000,,,,,4
2,4,3,9,3,STEM,20000,7,100000,,Male,White or of European descent,30,3
,3,3,7,2,STEM,300,13,91700,12,Male,White or of European descent,40,3
4,5,3,9,1,STEM,5,4,70000,12,Non-Male,East Asian,21,2
,,1,4,3,STEM,750,7,68000,,Male,White or of European descent,50,2
1,2,3,1,2,,20000,25,120000,12,Male,Hispanic or Latino/Latina,60,4
,,1,1,3,NON-STEM,750,10,73000,8,Male,White or of European descent,40,2
,1,2,3,3,STEM,300,7,67000,12,,,,2
4,2,5,7,4,STEM,750,13,133000,8,Male,White or of European descent,40,4
1,2,1,11,3,STEM,20000,4,66500,12,Male,White or of European descent,30,2
2,,1,5,1,STEM,3000,13,153500,12,Male,White or of European descent,30,5
,1,3,3,4,NON-STEM,300,4,74500,8,Non-Male,White or of European descent,30,2
4,5,5,12,2,STEM,750,4,62000,8,Male,White or of European descent,30,2
2,2,1,4,3,STEM,7500,4,66000,12,Male,Other,40,2
3,2,10,9,4,STEM,7500,7,150000,14,Male,,30,4
,5,11,6,1,STEM,300,30,150000,12,Male,Hispanic or Latino/Latina,50,4
,1,4,6,1,STEM,60,30,70000,8,Male,,50,2
,1,3,7,1,,15,13,195000,12,Male,White or of European descent,40,5
2,4,4,9,3,STEM,60,4,52800,12,Male,White or of European descent,30,2
,2,,5,3,STEM,7500,1,83500,8,Male,White or of European descent,30,3
4,7,6,14,2,STEM,60,4,52500,12,Male,White or of European descent,30,2
,3,1,8,4,STEM,750,22,136000,12,Male,White or of European descent,50,4
,,2,2,3,NON-STEM,20000,19,152000,14,Male,Hispanic or Latino/Latina,40,5
,1,3,2,3,STEM,20000,4,87000,8,Male,White or of European descent,30,3
2,1,3,10,3,STEM,5,4,75000,14,Male,White or of European descent,30,2
3,1,3,6,4,STEM,3000,1,88000,12,Male,Other,30,3
,1,1,5,3,STEM,20000,4,61000,14,Male,White or of European descent,30,2
1,3,2,9,2,STEM,300,13,55000,12,Male,White or of European descent,40,2
,,1,1,3,NON-STEM,750,19,90000,12,Non-Male,White or of European descent,60,3
2,,5,8,3,STEM,60,13,120000,8,Male,White or of European descent,40,4
4,6,6,6,4,NON-STEM,20000,4,160000,8,Male,Other,40,5
1,3,5,8,3,STEM,300,16,200000,12,Male,,30,5
5,5,3,7,3,STEM,60,19,150000,12,Male,White or of European descent,40,4
,3,1,6,1,STEM,300,13,65000,14,Male,White or of European descent,40,2
,2,4,6,2,STEM,300,4,55000,12,Male,White or of European descent,30,2
,,,,1,,60,10,54000,,,,,2
2,1,1,5,3,NON-STEM,750,4,80000,12,Male,White or of European descent,30,3
,2,1,6,4,STEM,60,7,110000,12,Male,White or of European descent,30,4
1,3,3,9,1,STEM,15,16,175000,12,Male,White or of European descent,40,5
,3,3,8,3,STEM,300,30,80000,8,Non-Male,White or of European descent,60,3
,2,1,8,4,STEM,20000,19,105000,8,Male,White or of European descent,50,4
,2,2,6,4,STEM,750,22,143500,8,Male,White or of European descent,40,4
,3,2,8,3,STEM,3000,4,65000,12,Male,White or of European descent,21,2
,2,2,6,3,STEM,750,7,150000,12,Male,White or of European descent,30,4
1,3,2,10,4,STEM,20000,25,180000,8,Male,White or of European descent,50,5
2,,1,5,4,NON-STEM,60,1,63000,12,Male,White or of European descent,21,2
,4,2,7,2,STEM,5,4,82000,8,Male,Hispanic or Latino/Latina,30,3
2,2,1,10,2,STEM,5,7,60500,12,Male,White or of European descent,30,2
2,1,1,8,4,STEM,7500,13,118000,12,Male,White or of European descent,40,4
1,,1,9,3,STEM,60,4,72000,12,Male,White or of European descent,30,2
3,13,8,14,3,STEM,300,16,55000,12,Male,White or of European descent,50,2
,4,6,8,3,NON-STEM,5,1,90000,12,Male,White or of European descent,30,3
1,2,2,9,3,STEM,20000,4,115000,8,Male,White or of European descent,30,4
1,4,2,1,4,STEM,7500,30,175000,14,,,50,5
1,3,1,9,3,,20000,7,106000,8,Male,White or of European descent,30,4
,1,5,5,1,NON-STEM,750,16,130000,8,Male,Other,50,4
1,2,2,4,4,NON-STEM,3000,1,120000,8,Male,White or of European descent,40,4
1,6,3,17,2,STEM,20000,7,125000,12,Male,White or of European descent,30,4
,2,3,11,1,STEM,60,4,85000,14,Male,White or of European descent,30,3
,6,,2,1,STEM,5,1,75000,14,Male,White or of European descent,40,2
2,2,2,7,1,,5,1,57500,14,Male,White or of European descent,30,2
1,5,4,9,3,STEM,3000,1,90000,12,Male,White or of European descent,30,3
1,1,2,3,3,NON-STEM,20000,1,75000,12,Male,White or of European descent,21,2
3,1,2,7,3,,60,19,125000,8,Male,White or of European descent,50,4
3,3,2,10,3,NON-STEM,300,4,97000,14,Male,White or of European descent,30,3
,,1,2,4,STEM,7500,1,145000,8,Male,White or of European descent,30,4
1,1,4,5,3,STEM,750,1,105000,8,Male,White or of European descent,21,4
3,2,2,8,3,STEM,20000,4,97000,8,Male,White or of European descent,40,3
1,5,1,6,4,NON-STEM,15,19,75000,8,Male,White or of European descent,50,2
,3,6,6,3,STEM,20000,4,81500,8,Male,White or of European descent,40,3
3,5,1,10,3,STEM,20000,1,105000,8,Male,Other,21,4
2,2,2,10,3,STEM,15,4,60000,8,Male,White or of European descent,21,2
3,3,6,11,3,STEM,750,7,93000,12,Male,White or of European descent,30,3
3,8,5,14,1,STEM,7500,19,98200,12,Male,White or of European descent,40,3
1,3,1,7,3,NON-STEM,300,22,160000,12,Male,White or of European descent,40,5
1,3,5,6,1,STEM,60,7,77200,12,Male,White or of European descent,30,3
1,2,1,9,3,STEM,7500,4,59000,12,Male,White or of European descent,30,2
3,4,5,11,3,STEM,7500,4,55000,8,Male,White or of European descent,30,2
,2,2,6,1,STEM,15,7,88000,12,Male,White or of European descent,21,3
2,2,4,8,1,STEM,15,10,105000,12,,,40,4
2,,1,15,4,STEM,60,10,130000,12,Male,Other,30,4
4,7,7,7,3,STEM,15,19,220000,8,Non-Male,White or of European descent,40,6
3,2,3,11,3,STEM,300,4,90000,12,Male,White or of European descent,30,3
1,,3,8,3,STEM,7500,1,55000,12,Male,East Asian,21,2
,2,,8,4,STEM,60,4,95000,8,Male,White or of European descent,30,3
,1,1,5,3,STEM,750,13,90000,12,Male,White or of European descent,40,3
5,3,2,9,3,STEM,60,10,133000,12,Male,White or of European descent,30,4
3,4,5,9,3,STEM,20000,1,90000,8,Male,White or of European descent,30,3
1,2,2,5,3,STEM,300,7,81000,12,Male,White or of European descent,30,3
,,,3,4,STEM,300,1,120000,12,Male,White or of European descent,30,4
,,2,4,3,STEM,60,4,120000,8,Non-Male,White or of European descent,30,4
,2,3,8,1,STEM,300,10,85000,12,Male,White or of European descent,40,3
2,7,9,8,4,NON-STEM,300,16,195000,12,Male,White or of European descent,40,5
1,,1,8,4,STEM,60,1,120000,12,Male,White or of European descent,21,4
1,2,1,8,3,STEM,750,19,175000,8,Male,White or of European descent,40,5
1,,4,3,3,STEM,20000,4,80000,12,Male,White or of European descent,30,3
,2,2,4,3,STEM,60,16,155000,12,Male,White or of European descent,40,5
3,1,1,9,1,,15,4,70000,12,Male,White or of European descent,21,2
1,2,2,6,3,STEM,60,4,85000,12,Male,White or of European descent,30,3
,1,,4,4,STEM,20000,7,116000,12,Male,White or of European descent,30,4
3,2,2,7,3,NON-STEM,5,19,70000,8,Male,White or of European descent,50,2
1,1,3,3,3,STEM,300,30,124000,12,Male,White or of European descent,60,4
3,1,2,6,1,STEM,60,13,127500,12,Male,White or of European descent,40,4
5,9,7,18,3,STEM,60,7,60000,12,Male,,30,2
2,6,9,12,3,STEM,20000,4,220000,12,Male,White or of European descent,30,6
3,,1,7,4,,3000,1,95000,12,Male,White or of European descent,40,3
,,2,6,3,STEM,750,1,50000,8,Male,White or of European descent,30,1
2,3,5,6,1,,3000,4,60000,14,,,,2
2,2,7,8,1,STEM,750,10,130000,12,,,,4
3,5,2,10,3,STEM,300,22,120000,12,Male,White or of European descent,50,4
,2,3,6,3,STEM,15,1,90000,14,Non-Male,White or of European descent,30,3
1,2,4,9,3,STEM,15,7,85000,14,Male,East Asian,30,3
1,1,1,5,3,STEM,60,16,100000,8,Male,White or of European descent,40,3
,3,1,6,3,STEM,3000,13,84000,8,Male,White or of European descent,50,3
2,1,2,6,3,NON-STEM,3000,4,111000,8,Male,White or of European descent,30,4
,,,2,4,NON-STEM,7500,1,57000,12,Male,White or of European descent,30,2
,,1,2,3,STEM,3000,7,107100,12,Male,White or of European descent,30,4
5,4,8,7,4,STEM,300,16,160000,8,Male,Other,40,5
,1,1,1,3,STEM,300,4,57000,8,Male,White or of European descent,30,2
3,2,2,4,3,STEM,20000,1,65000,8,Male,White or of European descent,30,2
,4,8,15,4,NON-STEM,300,4,80000,8,Male,White or of European descent,40,3
,,3,7,3,STEM,7500,13,149000,,,,,4
,1,2,4,4,STEM,3000,7,77000,12,Male,White or of European descent,30,3
4,4,4,8,4,STEM,3000,30,200000,12,Male,White or of European descent,60,5
1,2,,9,3,STEM,20000,4,90000,12,Male,White or of European descent,30,3
3,2,2,7,4,NON-STEM,20000,1,75000,8,Male,White or of European descent,30,2
,1,2,2,3,STEM,300,1,60000,8,Male,White or of European descent,21,2
3,3,2,7,1,STEM,7500,30,90000,12,Male,Other,60,3
1,1,2,8,3,STEM,20000,22,140000,12,Male,White or of European descent,40,4
2,2,1,5,3,NON-STEM,60,19,114500,12,Male,White or of European descent,50,4
5,7,4,9,3,STEM,20000,4,65000,12,Male,White or of European descent,30,2
2,,1,5,2,STEM,300,13,80000,12,Male,White or of European descent,40,3
2,2,1,5,3,STEM,300,10,105000,12,Male,White or of European descent,30,4
3,4,3,3,3,STEM,60,4,80000,12,Male,White or of European descent,30,3
1,1,4,8,3,STEM,60,7,166000,8,Male,White or of European descent,30,5
,4,2,3,4,STEM,750,7,150000,8,Male,White or of European descent,30,4
2,4,6,6,3,STEM,15,4,77000,12,Male,White or of European descent,30,3
3,4,6,11,3,STEM,300,4,150000,12,Male,East Asian,21,4
,,1,1,4,STEM,3000,1,75000,8,Male,White or of European descent,40,2
3,3,4,10,1,STEM,300,22,153750,12,Male,White or of European descent,40,5
5,4,4,11,3,STEM,60,4,105000,14,Male,White or of European descent,30,4
1,4,5,6,3,,60,13,104000,12,Male,White or of European descent,30,4
5,3,5,12,1,,20000,10,120000,14,Male,White or of European descent,30,4
2,3,8,8,1,STEM,300,4,130000,12,Male,Hispanic or Latino/Latina,40,4
,4,1,4,1,,15,10,39000,14,Male,Other,30,1
,,1,2,3,,750,1,60000,8,Male,White or of European descent,21,2
,2,1,5,3,STEM,3000,1,68000,8,Male,White or of European descent,30,2
1,2,2,7,3,NON-STEM,60,1,38000,12,Male,White or of European descent,40,1
3,3,1,8,3,STEM,300,19,133000,8,Male,White or of European descent,40,4
,,1,4,3,STEM,60,7,70000,12,Male,White or of European descent,40,2
,,,,3,STEM,60,7,60000,,,,,2
4,1,7,7,3,STEM,60,4,165000,8,,,,5
1,1,2,4,3,NON-STEM,300,4,56000,8,Male,White or of European descent,30,2
5,8,6,10,3,STEM,20000,1,74000,8,Male,White or of European descent,30,2
4,2,2,6,2,STEM,15,1,43700,8,Male,White or of European descent,30,1
1,2,1,8,3,STEM,5,19,85000,12,Male,White or of European descent,40,3
2,1,1,6,3,STEM,20000,13,88000,12,Male,White or of European descent,30,3
,1,1,6,3,STEM,300,4,56000,12,Male,Other,30,2
1,2,1,6,4,STEM,20000,19,140000,12,Male,White or of European descent,40,4
4,,6,9,4,STEM,750,1,115000,14,Male,White or of European descent,30,4
1,2,2,6,3,STEM,60,19,84000,12,Male,White or of European descent,50,3
1,1,1,6,3,STEM,300,19,145000,8,Male,White or of European descent,40,4
1,4,1,10,3,STEM,300,16,135000,12,Male,White or of European descent,40,4
1,1,4,6,3,NON-STEM,5,4,130000,12,Male,White or of European descent,40,4
2,3,3,8,3,NON-STEM,300,4,91000,8,Male,White or of European descent,30,3
2,4,2,7,1,STEM,300,10,51000,14,,,30,2
,3,2,6,3,STEM,20000,13,131000,12,Male,White or of European descent,40,4
1,4,2,8,3,STEM,60,10,60000,12,Male,White or of European descent,30,2
,3,1,7,3,STEM,60,13,60000,12,Male,Other,30,2
4,4,4,8,1,,750,1,63000,8,Male,,,2
1,4,3,8,1,STEM,60,16,132000,8,Male,White or of European descent,40,4
,1,1,6,2,STEM,20000,30,150000,12,Male,White or of European descent,50,4
3,5,2,7,3,STEM,60,7,86000,8,Male,White or of European descent,30,3
2,4,2,7,3,STEM,5,25,90000,12,Male,White or of European descent,50,3
1,7,1,5,2,STEM,300,7,60000,12,Male,White or of European descent,30,2
,3,3,11,3,STEM,3000,4,90000,8,Male,White or of European descent,21,3
3,4,3,5,3,NON-STEM,60,1,65000,14,Male,Other,30,2
,2,1,9,1,STEM,300,7,50000,12,Male,Hispanic or Latino/Latina,30,1
,3,2,7,3,STEM,15,1,96000,12,Male,Other,21,3
1,6,3,8,3,STEM,60,7,155000,14,Male,White or of European descent,30,5
2,3,3,5,1,NON-STEM,60,1,50000,8,Male,White or of European descent,21,1
