NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
,2,1,4,4,,300,16,139000,C#;JavaScript;SQL;VBA,SQL Server,Arduino;Firebase,,8,Male,White or of European descent,50,4
1,1,3,5,1,STEM,5,1,34496,Java;JavaScript;PHP;HTML;CSS,MongoDB;SQL Server;MySQL,WordPress,Node.js,8,Non-Male,White or of European descent,21,1
3,7,9,10,4,NON-STEM,15,4,135000,CoffeeScript;Go;JavaScript;Python;R;Ruby;SQL;HTML;CSS;Bash/Shell,"MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Android;AWS;Azure;Heroku;iOS;Mac OS;Salesforce,Angular;.NET Core;Node.js,12,Non-Male,White or of European descent,40,4
,1,2,3,4,STEM,300,13,120000,C;C#;SQL,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,,12,Male,Other,40,4
2,7,3,7,3,STEM,60,10,80000,C;C#;JavaScript;Objective-C;SQL;Swift;HTML,SQL Server;MySQL;SQLite,Android;Arduino;AWS;ESP8266;iOS;Raspberry Pi;Windows Desktop or Server,.NET Core;Node.js,8,Male,White or of European descent,21,3
2,1,4,9,3,STEM,20000,4,190000,Go;JavaScript;Objective-C;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Google BigQuery;Google Cloud Storage,Google Cloud Platform/App Engine,Angular;Django,8,Male,Hispanic or Latino/Latina,30,5
1,3,3,3,4,STEM,3000,4,150000,Python;R;SQL,MySQL;Google BigQuery;Google Cloud Storage,Google Cloud Platform/App Engine;Linux;Mac OS,TensorFlow,8,Male,White or of European descent,40,4
,,,8,3,STEM,60,10,85000,C#;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,,,,,,,,3
2,3,3,11,3,STEM,750,22,138000,C;C++;C#;Java;Perl;SQL;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle,Linux;Mainframe;Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,40,4
1,1,1,6,4,STEM,300,30,90000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,PostgreSQL,Linux,Node.js,8,Male,,50,3
1,1,1,8,3,STEM,20000,1,75000,Go;Java;JavaScript;PHP;Python;TypeScript;HTML;CSS,MySQL,AWS,Angular,12,Male,,21,2
3,2,1,3,3,STEM,60,1,95000,Python;Ruby;Bash/Shell,MySQL,Linux;Mac OS,Node.js;TensorFlow;Torch/PyTorch,12,Male,East Asian,21,3
1,1,2,5,3,STEM,15,4,87000,Python;R;Ruby;SQL;Bash/Shell,MySQL;Elasticsearch,Linux,Spark,8,Male,White or of European descent,30,3
1,,4,7,2,STEM,300,1,23000,JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,MongoDB;SQL Server;MySQL;MariaDB,,TensorFlow,12,Male,White or of European descent,30,
3,3,3,9,2,STEM,15,7,50000,JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL,Linux;Raspberry Pi;WordPress,Angular;Node.js;React,14,Male,White or of European descent,30,1
,1,1,4,4,STEM,3000,16,162000,C++;C#;Python;SQL,SQL Server,Windows Desktop or Server,,8,Male,White or of European descent,40,5
3,5,1,8,3,STEM,15,19,94000,C++;C#;Java;JavaScript;SQL;Visual Basic 6;HTML;CSS,SQL Server,Android;AWS;Linux;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js,12,Male,White or of European descent,40,3
2,6,9,11,3,NON-STEM,15,4,120000,CoffeeScript;Erlang;Groovy;Java;JavaScript;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,Android;AWS;Linux;Mac OS;Windows Desktop or Server;Firebase,Node.js;React,14,Male,White or of European descent,30,4
2,2,2,5,1,STEM,3000,19,85000,C#;JavaScript;TypeScript;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;SharePoint,Angular;.NET Core,12,Male,White or of European descent,40,3
,,3,6,3,STEM,300,4,54000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL,,,8,Male,White or of European descent,30,2
4,2,1,13,4,STEM,60,4,66000,C;C++;C#;JavaScript;PHP;Python;R;Ruby;SQL;VBA;Visual Basic 6;HTML;CSS,SQL Server,AWS;Windows Desktop or Server,.NET Core;Django;Node.js;TensorFlow,12,Male,East Asian,30,2
2,4,3,6,1,NON-STEM,20000,16,112000,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;IBM Db2,Arduino;SharePoint;Windows Desktop or Server;WordPress,.NET Core;Node.js,12,Male,White or of European descent,40,4
2,2,2,9,3,STEM,20000,1,86000,C#;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Linux;Windows Desktop or Server,.NET Core;TensorFlow,8,Male,White or of European descent,40,3
2,1,4,9,1,STEM,15,1,80000,C#;JavaScript;Python;SQL;TypeScript;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;SQLite,Android,Node.js;React,14,Male,White or of European descent,30,3
2,1,9,10,4,STEM,300,4,69000,Go;Java;JavaScript;Python;R;Scala;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;Apache Hive;Amazon Redshift;Amazon RDS/Aurora;Neo4j;Elasticsearch,AWS,Spark;Spring,8,Male,White or of European descent,30,2
1,4,2,6,1,STEM,5,16,90000,Java;JavaScript;SQL;Delphi/Object Pascal;HTML;CSS,MySQL;SQLite,Android;Arduino;Raspberry Pi;Windows Desktop or Server,Spring,12,Male,White or of European descent,40,3
3,1,4,6,3,STEM,15,13,115000,C#;JavaScript;SQL;TypeScript;HTML;CSS,"MongoDB;Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,Angular;.NET Core;Node.js,12,Male,White or of European descent,40,4
2,1,1,7,3,STEM,300,22,130000,C#;F#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core;Node.js,8,Non-Male,White or of European descent,40,4
,1,1,7,3,STEM,300,25,150000,C#;JavaScript;R;SQL;VBA;HTML;CSS,SQL Server,Windows Desktop or Server,,8,Male,White or of European descent,40,4
,3,2,3,4,STEM,300,4,120000,C++;Python;Bash/Shell,PostgreSQL;Elasticsearch,AWS;Google Cloud Platform/App Engine;Linux,,12,Male,White or of European descent,40,4
3,1,3,5,3,STEM,3000,1,45000,JavaScript;Python;R;SQL;Bash/Shell,SQL Server;Apache Hive;Google BigQuery,Linux,Hadoop;Node.js;Spark,12,Male,White or of European descent,21,1
2,1,2,7,4,STEM,3000,10,126000,C#;JavaScript;SQL;VBA;VB.NET;HTML;CSS,SQL Server;MySQL,Windows Desktop or Server,Angular;.NET Core,14,Male,Other,30,4
3,7,4,11,3,STEM,3000,7,75000,C;C++;C#;Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL,Android;AWS;iOS;Salesforce;Windows Phone;WordPress;Firebase,Angular;Node.js;Cordova,12,Male,,30,2
4,3,5,9,1,STEM,15,1,75000,C++;C#;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,"MongoDB;MySQL;PostgreSQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js;Xamarin,12,Male,White or of European descent,40,2
,1,2,7,4,STEM,300,28,135000,C#;Java;JavaScript;SQL;VBA;HTML;CSS,SQL Server;Oracle,Windows Desktop or Server,,14,,White or of European descent,50,4
1,1,1,7,1,STEM,15,10,105000,Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,PostgreSQL,Linux,Django,14,Male,White or of European descent,30,4
3,3,,5,1,NON-STEM,3000,10,120000,JavaScript;PHP;Ruby;HTML;CSS,,Amazon Echo;Heroku;WordPress,Angular;Node.js;React,12,Male,White or of European descent,30,4
4,1,2,7,3,NON-STEM,300,19,120000,C#;F#;SQL;TypeScript;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,40,4
,,,5,4,STEM,3000,1,78780,Java;Matlab;Python;R;SQL,,,,12,Male,Hispanic or Latino/Latina,30,3
,2,1,2,4,STEM,15,10,129000,Python;Bash/Shell,MongoDB,Linux;Mac OS,,8,Male,White or of European descent,30,4
3,1,2,8,3,STEM,60,13,120000,C#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,Angular;Django;Node.js,8,Male,White or of European descent,40,4
1,,,4,4,NON-STEM,7500,10,225000,Python;R;SQL;Bash/Shell,,,Spark,12,Male,White or of European descent,40,6
,,5,11,3,STEM,60,4,81000,C;C++;C#;Groovy;Java;JavaScript;Python;R;Ruby;SQL;TypeScript,MongoDB;Redis;MySQL;Amazon RDS/Aurora;Elasticsearch,,,12,,,,3
,2,1,6,3,STEM,3000,16,38000,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Arduino;Windows Desktop or Server,,12,Non-Male,White or of European descent,40,1
,4,2,7,2,NON-STEM,60,13,150000,C#;Java;JavaScript;SQL;Delphi/Object Pascal;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Windows Desktop or Server;Windows Phone,,8,Male,White or of European descent,40,4
,2,2,7,1,STEM,60,22,60000,JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;Amazon RDS/Aurora,AWS;Linux,,12,Male,White or of European descent,40,2
2,4,3,6,3,NON-STEM,3000,4,135000,Erlang;JavaScript;Python;HTML;CSS;Bash/Shell,PostgreSQL;SQLite;Apache Hive,Heroku;Linux;Mac OS;Raspberry Pi,Hadoop;Node.js,8,,East Asian,30,4
2,3,4,9,3,STEM,7500,4,78000,C++;Go;Java;JavaScript;Python;R;Scala;SQL;Bash/Shell,PostgreSQL;SQLite;Apache Hive;Amazon RDS/Aurora,AWS;Linux;Mac OS,Node.js;Spark,12,Male,White or of European descent,30,3
,1,,5,3,NON-STEM,5,4,40000,C;JavaScript;Matlab;Python;Bash/Shell,,Windows Desktop or Server,,12,Male,White or of European descent,30,1
,,1,5,3,STEM,7500,4,80000,Python;R;SQL;VBA;Bash/Shell,SQL Server,,,12,Male,White or of European descent,30,3
3,3,4,7,1,STEM,15,10,95000,Java;JavaScript;Perl;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;MySQL,AWS;Linux;Salesforce,Angular;Node.js;Cordova,14,Male,White or of European descent,30,3
,1,3,9,3,STEM,300,19,154000,C#;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;SQLite,Windows Desktop or Server,,8,Male,White or of European descent,40,5
,2,,6,4,NON-STEM,3000,1,140000,C;JavaScript;Python;SQL;HTML;CSS,,Linux;Salesforce,,12,Male,White or of European descent,30,4
4,2,1,3,3,STEM,20000,1,76000,Java;Python;Bash/Shell,Apache Hive,AWS;Serverless,Angular;Hadoop;Spring;TensorFlow,12,Male,White or of European descent,30,3
1,2,2,8,3,STEM,20000,4,86000,C#;JavaScript;Python;R;SQL;Kotlin;HTML;CSS,SQL Server;MySQL,Arduino;Windows Desktop or Server,TensorFlow,12,Male,White or of European descent,30,3
1,2,4,8,1,STEM,750,4,70000,C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;SQLite;IBM Db2,Android;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,2
,1,2,6,1,NON-STEM,15,4,65000,C#;JavaScript;PHP;HTML;CSS;Bash/Shell,MongoDB;MySQL,WordPress,,14,Male,White or of European descent,21,2
1,6,6,9,3,NON-STEM,60,7,89000,C;C++;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite;MariaDB;Elasticsearch,Arduino;AWS;Heroku;Linux;Mac OS;Raspberry Pi,Node.js,12,Male,,40,3
2,,2,6,2,NON-STEM,750,10,80000,C#;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server;IBM Db2,,Angular;.NET Core,12,Male,White or of European descent,30,3
1,2,2,5,2,STEM,300,4,80000,JavaScript;PHP;Python;HTML;CSS,MySQL;MariaDB,Linux;WordPress,Node.js,12,Male,White or of European descent,30,3
1,,2,6,1,STEM,750,25,221000,JavaScript;Python;R;SQL;VB.NET;HTML,SQL Server;MySQL,,.NET Core,4,Male,White or of European descent,50,6
2,2,3,8,4,STEM,3000,7,108000,C#;CoffeeScript;Java;JavaScript;Ruby;HTML;CSS;Bash/Shell,MySQL;Neo4j;Elasticsearch,AWS;Firebase,Angular;Node.js,8,Male,White or of European descent,30,4
,1,,9,3,STEM,20000,13,106500,C++;C#;Java;JavaScript;Perl;Python;SQL;VBA;CSS,,Windows Desktop or Server,,8,Male,Other,30,4
,,1,7,3,STEM,20000,4,73500,C#;F#;JavaScript;SQL;TypeScript;HTML;CSS,Oracle,,,12,Non-Male,White or of European descent,30,2
2,,1,4,4,NON-STEM,60,4,95000,Python;R;Scala;SQL,SQL Server,,Spark;TensorFlow,14,Male,White or of European descent,30,3
,,2,6,4,NON-STEM,20000,4,96000,C#;Python;R;SQL;VBA;Bash/Shell,SQL Server;PostgreSQL,,,8,Male,White or of European descent,40,3
2,4,4,15,4,STEM,20000,13,135000,Assembly;C;C++;C#;Groovy;Java;JavaScript;Lua;Perl;PHP;Python;Scala;HTML;CSS;Bash/Shell,MongoDB;MySQL;MariaDB;Elasticsearch,Arduino;ESP8266;Linux;Raspberry Pi,Spark;TensorFlow,14,Male,White or of European descent,30,4
3,3,8,11,1,,300,16,180000,Java;JavaScript;Perl;Python;R;Ruby;Scala;SQL;HTML;CSS;Bash/Shell,Cassandra;Redis;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora,AWS;Linux;Mac OS,Django;Node.js;Spring,12,Male,,40,5
,3,2,5,3,NON-STEM,15,7,55000,JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL,iOS;Windows Desktop or Server;WordPress,,8,Non-Male,White or of European descent,30,2
,1,1,7,3,STEM,15,7,100000,C#;Java;JavaScript;SQL;VBA;HTML;CSS,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,30,3
2,3,2,7,3,STEM,20000,1,65000,C#;Java;JavaScript;Python;SQL;HTML;CSS,SQL Server;SQLite,Azure;iOS;Windows Desktop or Server,Node.js;React,14,Male,East Asian,21,2
2,10,2,12,1,NON-STEM,20000,30,135000,C#;Java;JavaScript;Objective-C;Python;SQL;TypeScript;VBA;VB.NET;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Amazon Echo;Android;Apple Watch or Apple TV;AWS;Azure;iOS;Mac OS;Raspberry Pi;Serverless;Windows Desktop or Server,Node.js;Cordova,12,Male,White or of European descent,60,4
,2,3,3,1,,60,19,116000,C#;JavaScript;PHP,SQL Server;MySQL;Memcached,Windows Desktop or Server;WordPress,,12,Male,White or of European descent,50,4
1,1,1,4,3,STEM,60,22,120000,C;C++;Python;Bash/Shell,MongoDB,Linux,TensorFlow,12,Male,White or of European descent,50,4
1,1,1,5,4,STEM,60,4,115000,C++;Go;Java;Python;Scala,MySQL,Mac OS,Spark,12,Male,White or of European descent,40,4
1,1,1,5,3,STEM,5,4,70000,Clojure;JavaScript;HTML;CSS;Bash/Shell,Elasticsearch,Linux,React,12,Male,White or of European descent,30,2
1,4,2,7,1,,300,16,113000,C;C++;C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Raspberry Pi;Serverless;Windows Desktop or Server,.NET Core,14,Male,White or of European descent,30,4
3,4,4,8,3,STEM,20000,19,91000,C;C++;C#;Java;JavaScript;Objective-C;PHP;SQL,SQL Server;MySQL;PostgreSQL;Oracle,Arduino;AWS;iOS;Linux,.NET Core;Hadoop;Spring,8,Male,White or of European descent,60,3
4,3,4,7,3,STEM,300,10,87000,C#;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,"Redis;SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Windows Desktop or Server,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,40,3
,,1,2,3,NON-STEM,60,1,52000,HTML;CSS,MySQL,,,8,Non-Male,White or of European descent,30,2
,,1,2,3,STEM,300,10,110000,C++;C#,SQL Server,,,12,Male,White or of European descent,40,4
2,1,2,6,3,STEM,60,4,49000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB,Android,Node.js;React,14,Male,White or of European descent,30,1
,,1,6,3,NON-STEM,60,1,75000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MariaDB,,,12,Male,White or of European descent,30,2
,,2,4,3,STEM,750,4,105000,Java;SQL;VBA;Bash/Shell,SQL Server;MySQL,,,12,Male,White or of European descent,30,4
,1,1,5,1,STEM,15,22,75000,C++;SQL;Delphi/Object Pascal;HTML;CSS,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,50,2
4,6,5,7,1,STEM,15,10,75000,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;MariaDB;Memcached;Elasticsearch,AWS;Linux;Mac OS;SharePoint;Windows Desktop or Server;WordPress,Django;React;Cordova;Xamarin,12,,,,2
1,,,4,3,STEM,20000,19,80000,C#;JavaScript;HTML;CSS,,,.NET Core,12,Male,White or of European descent,40,3
1,2,2,4,1,NON-STEM,300,19,50000,CoffeeScript;Go;JavaScript;Python,SQL Server;MariaDB,Linux;Mac OS,Node.js,12,Non-Male,White or of European descent,40,1
1,3,2,12,3,STEM,300,13,120000,C#;Erlang;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;HTML;CSS,MySQL;Memcached,AWS;iOS;Mac OS,Node.js,14,Male,White or of European descent,21,4
1,2,1,10,1,,60,7,65000,C;C++;C#;F#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server,Raspberry Pi;Windows Desktop or Server,React,12,Male,White or of European descent,30,2
,2,1,5,1,STEM,300,4,125000,Java;JavaScript;Python;HTML;CSS,Amazon Redshift,Google Cloud Platform/App Engine;Salesforce,,12,Male,White or of European descent,30,4
,,2,1,4,STEM,3000,28,124000,SQL,MongoDB;SQL Server,,,8,Male,White or of European descent,50,4
1,3,6,8,3,NON-STEM,15,7,85000,Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL;Oracle;MariaDB;Amazon RDS/Aurora;Elasticsearch,AWS;Linux;Mac OS,TensorFlow,8,Non-Male,White or of European descent,30,3
,2,2,5,3,STEM,15,4,40000,C#;Go;Scala;SQL;Bash/Shell,MySQL;PostgreSQL,Linux;Mac OS,,12,Male,White or of European descent,30,1
2,,3,4,4,STEM,7500,4,140000,Java;JavaScript;SQL;CSS,MySQL;PostgreSQL;Elasticsearch,,Angular;Spring,8,Male,White or of European descent,21,4
1,1,1,5,3,STEM,15,13,112000,C#;JavaScript;SQL;HTML;CSS,SQL Server,AWS,.NET Core,12,Male,White or of European descent,30,4
3,6,3,7,1,NON-STEM,15,10,100000,C#;JavaScript;Python;SQL;TypeScript;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Linux;Mac OS;Windows Desktop or Server;WordPress;Firebase,Angular;Node.js;Xamarin,12,Male,White or of European descent,40,3
,2,5,10,1,,60,7,100000,Clojure;Go;Java;JavaScript;Lua;Rust;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB,AWS;Linux,,12,Male,White or of European descent,30,3
2,1,1,8,1,,750,7,116000,C#;Java;Lua;Python;SQL;HTML;CSS;Bash/Shell,PostgreSQL,Linux,Angular;Spring,12,Male,White or of European descent,30,4
,,2,7,4,STEM,15,1,60000,Java;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite,,,12,Male,White or of European descent,30,2
2,,2,9,2,STEM,5,4,59529,CoffeeScript;Java;JavaScript;PHP;Python;R;SQL;HTML;CSS,MySQL;PostgreSQL,,Node.js;React,14,Male,White or of European descent,30,2
1,1,1,7,1,NON-STEM,300,4,87500,C#;JavaScript;SQL;VBA;Visual Basic 6;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core,8,Male,White or of European descent,50,3
1,2,,5,3,STEM,7500,4,141000,C;C++;Matlab;Python;VBA,,Linux;Windows Desktop or Server,Node.js,12,Male,East Asian,30,4
,5,3,7,3,STEM,300,4,60000,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;Amazon RDS/Aurora;Elasticsearch,AWS;Linux;Salesforce;Serverless;WordPress,,12,Male,White or of European descent,30,2
2,,2,3,3,STEM,20000,1,58000,Python;SQL;VBA,MongoDB;SQL Server,,Django;TensorFlow,8,Male,White or of European descent,30,2
1,3,3,3,4,STEM,300,4,120000,Python;SQL;Bash/Shell,PostgreSQL;Apache Hive;Amazon Redshift,AWS;Google Cloud Platform/App Engine;Linux,Hadoop,8,Male,East Asian,30,4
1,3,2,5,4,STEM,60,1,65000,C++;Python;R;SQL;Bash/Shell,SQL Server;PostgreSQL,Linux;Mac OS;Windows Desktop or Server,Django,12,Male,East Asian,30,2
1,2,,4,4,STEM,20000,7,110000,C++;Matlab;Python;Bash/Shell,,Linux;Windows Desktop or Server,TensorFlow,12,Male,White or of European descent,30,4
,5,2,12,3,NON-STEM,7500,7,94000,C;C#;Go;JavaScript;PHP;Python;Ruby;Rust;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server,Heroku;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,30,3
,1,1,7,3,STEM,3000,4,53000,C#;JavaScript;SQL;VB.NET;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,,8,,White or of European descent,30,2
2,2,2,5,4,STEM,20000,16,150000,C;C++;R;SQL;Bash/Shell,PostgreSQL;Apache Hive,Linux;Mac OS,Hadoop;Spark,14,Male,White or of European descent,40,4
,,5,4,3,STEM,20000,1,120000,Python;R;SQL;HTML,SQL Server;MySQL;PostgreSQL;SQLite;Amazon RDS/Aurora,,,12,Male,East Asian,40,4
,2,1,3,4,STEM,5,1,85000,Java;Python;Bash/Shell,PostgreSQL,Azure;Linux,,8,Male,Hispanic or Latino/Latina,30,3
3,6,6,11,4,STEM,20000,4,175000,C;JavaScript;Python;Ruby;Rust;Scala;SQL;Kotlin;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite;MariaDB;Elasticsearch,AWS;Heroku;Linux;Mac OS;Salesforce;WordPress,Django;Node.js;React,12,Male,White or of European descent,30,5
,1,,3,2,STEM,20000,4,78000,Python;SQL;Bash/Shell,,Linux,,12,Male,White or of European descent,21,3
,2,1,2,2,STEM,60,1,45000,C#;SQL,MySQL,Serverless;Windows Desktop or Server,,12,Male,White or of European descent,40,1
,3,1,3,3,STEM,20000,10,130000,Java;SQL;Bash/Shell,MySQL,Linux;Mac OS;Windows Desktop or Server,,12,Male,Other,30,4
3,6,5,7,3,STEM,300,4,80000,Java;JavaScript;Python;SQL;Kotlin;CSS;Bash/Shell,MySQL;PostgreSQL;Amazon DynamoDB;Google BigQuery;Elasticsearch,Amazon Echo;AWS;Linux;Mac OS;Raspberry Pi;Serverless,Node.js;React;Spring,12,Non-Male,White or of European descent,30,3
,1,2,4,3,STEM,60,19,150000,C++;Perl;PHP;Delphi/Object Pascal,MySQL;MariaDB,Windows Desktop or Server,,12,Male,White or of European descent,50,4
1,3,3,8,2,STEM,3000,1,53500,C;C++;C#;Java;JavaScript;SQL;HTML;CSS,SQL Server;MySQL;Google Cloud Storage,Raspberry Pi;SharePoint;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,30,2
4,12,6,12,3,STEM,60,7,80000,C#;CoffeeScript;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Memcached;Elasticsearch,Amazon Echo;Android;Arduino;AWS;Gaming console;Google Cloud Platform/App Engine;Google Home;Heroku;Raspberry Pi;Serverless;Windows Desktop or Server;Firebase,Django;Node.js;React;TensorFlow,14,Male,White or of European descent,21,3
1,1,1,4,4,NON-STEM,60,30,140000,Java;Python;SQL;Bash/Shell,PostgreSQL,Linux,Spring,12,Male,White or of European descent,60,4
,1,1,3,3,NON-STEM,3000,4,70000,Python;SQL;VBA,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,30,2
,5,3,6,1,STEM,60,4,65000,JavaScript;PHP;Python;HTML;CSS;Bash/Shell,Redis;MySQL;SQLite,Arduino;AWS;Linux;Raspberry Pi;WordPress,,12,Male,Hispanic or Latino/Latina,30,2
,,,,4,NON-STEM,20000,1,61003,,,,,12,Non-Male,Black or of African descent,30,2
4,2,3,8,3,STEM,60,4,110000,C#;F#;JavaScript;Python;SQL;VB.NET;HTML;CSS,MongoDB;SQL Server;SQLite,Heroku;Windows Desktop or Server,.NET Core;Node.js;React;Xamarin,8,Male,Hispanic or Latino/Latina,30,4
1,6,4,9,1,,300,10,54000,JavaScript;Objective-C;Perl;PHP;SQL;Swift;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB,Drupal;iOS;Linux;Mac OS;Raspberry Pi;WordPress,Node.js,12,Male,White or of European descent,40,2
4,1,1,9,3,STEM,60,1,75000,Erlang;JavaScript;Python;Rust;TypeScript;Kotlin;Ocaml;HTML;CSS,MongoDB,AWS,Angular;Node.js;React;TensorFlow,8,Male,Hispanic or Latino/Latina,30,2
2,3,2,11,3,STEM,60,1,51000,C;C++;C#;Java;JavaScript;Python;SQL;VB.NET;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure;Windows Desktop or Server,Angular;.NET Core,14,Male,White or of European descent,21,2
2,1,2,9,3,STEM,300,4,65000,C#;Java;JavaScript;Python;SQL;VBA;HTML;CSS;Bash/Shell,MySQL;Google BigQuery,iOS,Django;Cordova,12,Male,White or of European descent,30,2
3,6,5,7,4,STEM,20000,13,115000,JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,"PostgreSQL;SQLite;Memcached;Microsoft Azure (Tables, CosmosDB, SQL, etc);Neo4j",AWS;Azure;Google Cloud Platform/App Engine;Heroku;Linux;Mac OS,Node.js;React;TensorFlow,8,Male,Hispanic or Latino/Latina,40,4
4,6,9,9,3,STEM,3000,16,116500,C#;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,"MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB;Apache HBase;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Arduino;Azure;Linux;Raspberry Pi;Serverless;Windows Desktop or Server,.NET Core;Hadoop;Spark;Spring,8,Male,White or of European descent,40,4
