NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
2,3,2,4,4,STEM,20000,13,117000,JavaScript;TypeScript;HTML;CSS,MongoDB;MySQL,Amazon Echo;AWS;Raspberry Pi,Angular;Node.js,12,Male,,40,4
,1,3,5,3,NON-STEM,15,7,90000,C#;JavaScript;SQL;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,,12,Male,Other,40,3
1,4,5,12,3,STEM,5,10,145000,Erlang;Go;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;Google Cloud Storage;Elasticsearch,AWS;Google Cloud Platform/App Engine;Heroku;iOS,Node.js,12,Male,White or of European descent,30,4
1,4,4,7,3,STEM,20000,10,112000,Groovy;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,"MongoDB;SQL Server;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Linux;Raspberry Pi;Windows Desktop or Server,Node.js,14,Male,White or of European descent,30,4
,3,1,6,4,STEM,20000,7,150000,C;C++;Matlab;Python;SQL;Bash/Shell,PostgreSQL,AWS;Linux;Mac OS,,12,Non-Male,White or of European descent,30,4
2,4,8,7,3,STEM,300,4,175000,C;C++;Go;Java;JavaScript;Python;SQL,Redis;MySQL;SQLite;Amazon DynamoDB;Apache HBase;Memcached;Amazon RDS/Aurora;Google BigQuery,AWS;Google Cloud Platform/App Engine;Linux;Mac OS,Django;Hadoop,,,,,5
2,5,3,7,1,STEM,300,22,175000,C#;JavaScript;Lua;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Elasticsearch,AWS;Azure;Linux;Mac OS;Serverless,Angular;.NET Core,12,Male,White or of European descent,50,5
3,2,2,8,1,NON-STEM,300,4,60100,C#;Java;JavaScript;Python;SQL;TypeScript;HTML;CSS,SQL Server;MySQL,Android;Windows Desktop or Server,Angular;.NET Core;TensorFlow,12,Male,White or of European descent,40,2
2,1,,5,4,STEM,300,25,110000,Python;Scala;SQL;HTML;Bash/Shell,,Linux,Spark;TensorFlow,8,Male,White or of European descent,50,4
1,3,1,6,3,STEM,300,10,145000,C#;Groovy;JavaScript;SQL;HTML;CSS,SQL Server,AWS;Drupal;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,4
2,5,3,11,3,STEM,5,7,45000,C;C++;Java;JavaScript;Objective-C;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;Memcached,Android;Arduino;Drupal;Linux;WordPress,Node.js;React,14,Male,White or of European descent,40,1
3,6,2,10,2,STEM,300,10,115000,Go;JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL,AWS;Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;WordPress,Angular;Node.js;React,8,Male,White or of European descent,40,4
,1,1,2,4,STEM,20000,10,90000,C#;SQL,SQL Server,Windows Desktop or Server,,12,Non-Male,White or of European descent,30,3
2,1,1,6,1,,60,25,140000,C#;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,50,4
,2,5,6,3,STEM,60,10,71000,C#;JavaScript;Python;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite;MariaDB,Linux;Windows Desktop or Server,,12,Male,White or of European descent,40,2
1,2,4,11,4,STEM,20000,10,120000,Groovy;Java;JavaScript;Python;Ruby;Scala;SQL;Swift;HTML;CSS;Bash/Shell,"MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",SharePoint;WordPress,React,12,Male,White or of European descent,30,4
2,2,2,12,3,STEM,300,7,90000,C;C++;Go;Java;JavaScript;PHP;Python;Rust;SQL;HTML;CSS;Bash/Shell,Redis;MySQL,Linux;Raspberry Pi,Node.js;Spring,14,Male,White or of European descent,30,3
1,2,2,6,2,STEM,15,10,94000,C#;JavaScript;SQL;TypeScript;HTML;CSS,MongoDB;SQL Server,Windows Desktop or Server;WordPress,.NET Core,8,Male,White or of European descent,40,3
3,3,2,5,4,STEM,750,1,85000,Python;R;Scala;SQL;Bash/Shell,SQL Server;Google Cloud Storage,Arduino;Linux;Raspberry Pi,Angular;Django;Spark,12,Male,Hispanic or Latino/Latina,30,3
1,4,5,8,3,STEM,300,7,87000,Go;Haskell;Lua;PHP;Python;SQL;HTML;CSS,Redis;MySQL;PostgreSQL;Amazon RDS/Aurora;Elasticsearch,AWS;Linux;Mac OS;Firebase,React,8,Male,White or of European descent,30,3
2,4,7,6,3,NON-STEM,3000,7,115000,C#;JavaScript;Python;SQL;HTML;Bash/Shell,SQL Server;MySQL;PostgreSQL;Apache HBase;Apache Hive;Amazon Redshift;Amazon RDS/Aurora,AWS;Azure;Linux;Serverless,Hadoop;Node.js,12,Male,White or of European descent,30,4
4,,6,8,3,STEM,20000,4,94000,Java;JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL;Oracle;MariaDB;Amazon Redshift;Elasticsearch,,Angular;Django;Hadoop;Node.js,8,Male,Hispanic or Latino/Latina,30,3
,1,1,4,3,STEM,7500,1,60000,C#;SQL;HTML;Bash/Shell,SQL Server,Windows Desktop or Server,,12,Non-Male,Other,30,2
,1,2,5,1,NON-STEM,300,4,76000,C#;SQL;VB.NET;HTML;CSS,Redis;SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,30,3
2,2,7,7,3,STEM,3000,7,177000,C;C++;Go;JavaScript;Python;Ruby;Bash/Shell,Redis;MySQL;Amazon DynamoDB;Apache HBase;Memcached;Amazon RDS/Aurora;Elasticsearch,AWS;Linux,Node.js;React,12,Male,White or of European descent,30,5
3,1,2,5,3,NON-STEM,60,10,128500,JavaScript;Ruby;SQL;HTML;CSS,MySQL;PostgreSQL,Serverless,Node.js;React;Spark,12,Male,White or of European descent,40,4
,3,2,5,3,,5,22,120000,C#;JavaScript;VB.NET;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server;Windows Phone,,12,Male,White or of European descent,50,4
,2,2,5,3,NON-STEM,60,1,52000,JavaScript;Python;R;SQL;Bash/Shell,MySQL;PostgreSQL,Linux;Raspberry Pi,,8,Male,White or of European descent,21,2
,4,1,6,4,STEM,20000,13,99000,C++;Java;Matlab;Python;Swift;Bash/Shell,SQL Server,Arduino;Linux;SharePoint;Windows Desktop or Server,,12,Non-Male,White or of European descent,40,3
3,5,5,11,3,STEM,300,28,104000,C;C++;C#;F#;Java;JavaScript;PHP;Python;SQL;HTML;CSS,"SQL Server;MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Android;Arduino;Azure;Linux;Raspberry Pi,Angular;.NET Core;Node.js,12,Male,White or of European descent,50,4
,2,4,5,3,STEM,60,4,120000,Go;Java;JavaScript;Python;Bash/Shell,MongoDB;Redis;SQL Server;PostgreSQL,AWS;Linux,,12,Male,White or of European descent,21,4
1,5,5,10,1,STEM,20000,7,123097,C;CoffeeScript;JavaScript;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;SQLite;Memcached,Android;AWS;Heroku;iOS;Raspberry Pi,React,12,Male,White or of European descent,30,4
4,2,8,7,3,STEM,300,4,100000,C#;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,AWS;Serverless,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,30,3
2,4,4,7,3,STEM,15,25,147000,C#;JavaScript;PHP;SQL;TypeScript;HTML;CSS,"MongoDB;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;SharePoint;Windows Desktop or Server;WordPress,Angular;.NET Core,12,Male,White or of European descent,50,4
1,4,6,9,4,STEM,15,10,70000,C#;Java;JavaScript;Scala;SQL;VBA;HTML;CSS;Bash/Shell,"SQL Server;PostgreSQL;MariaDB;IBM Db2;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Azure;Google Cloud Platform/App Engine;Linux;Mac OS,Angular,14,Male,White or of European descent,30,2
1,2,6,4,4,STEM,300,1,85000,Java;Python;SQL;Bash/Shell,Cassandra;Redis;MySQL;SQLite;Memcached;Amazon Redshift,AWS;Linux,Django,14,Non-Male,White or of European descent,30,3
3,4,1,10,3,STEM,5,4,63500,C#;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript;HTML;CSS,MySQL,Android;AWS;Google Cloud Platform/App Engine;iOS,Angular;.NET Core;Node.js,14,Male,White or of European descent,30,2
1,4,7,10,1,NON-STEM,3000,10,129800,C;Go;JavaScript;Lua;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;Oracle;MariaDB;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Linux;Raspberry Pi;Serverless,Angular,12,Male,White or of European descent,30,4
2,3,2,7,1,STEM,5,30,140000,Erlang;Go;Haskell;Python;Rust;SQL;Bash/Shell,PostgreSQL;Google Cloud Storage,AWS;Google Cloud Platform/App Engine;Linux,Spark;TensorFlow,8,Male,Other,50,4
2,1,1,8,3,STEM,20000,22,87127,C#;Groovy;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,50,3
,,,1,4,STEM,20000,7,94000,R,,,,8,Male,White or of European descent,50,3
3,3,2,19,3,STEM,750,13,102000,C;C#;F#;Haskell;Java;JavaScript;Lua;PHP;Python;Ruby;Rust;Scala;SQL;TypeScript;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;Elasticsearch,Android;Linux;Windows Desktop or Server,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,4
,4,2,7,3,STEM,3000,28,90000,Java;Objective-C;PHP;SQL;Swift;HTML;CSS,MySQL;MariaDB,iOS;Linux;Mac OS;Firebase,,12,Male,White or of European descent,,3
,1,1,4,4,STEM,3000,1,85000,Python;R;SQL;VBA,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,30,3
6,6,4,7,1,STEM,60,4,60000,C#;JavaScript;PHP;SQL;TypeScript;HTML;CSS,"MongoDB;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Gaming console;Google Cloud Platform/App Engine;Windows Desktop or Server;WordPress,Angular;.NET Core;Node.js;React;Cordova;Xamarin,14,Male,White or of European descent,30,2
,3,3,8,2,,300,30,104000,Assembly;Java;JavaScript;SQL;VBA;Visual Basic 6;HTML;CSS,SQL Server;MySQL;MariaDB,Linux;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,50,4
,,1,3,3,STEM,3000,4,105000,SQL;HTML;CSS,SQL Server,,,8,Male,White or of European descent,40,4
,3,3,7,3,STEM,20000,4,60000,C;C++;C#;Java;JavaScript;SQL;Bash/Shell,SQL Server;MySQL;IBM Db2,Android;Linux;Raspberry Pi,,8,,Black or of African descent,30,2
7,,11,6,3,NON-STEM,300,4,115000,C#;Python;R;SQL;HTML;CSS,"Cassandra;MongoDB;SQL Server;MySQL;PostgreSQL;Apache HBase;Apache Hive;Amazon Redshift;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",,Angular;.NET Core;Hadoop;Node.js;React;Spark;Xamarin,8,Male,White or of European descent,40,4
1,1,3,5,3,STEM,15,19,130000,C#;JavaScript;SQL;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,.NET Core,8,Male,White or of European descent,50,4
,,,,3,STEM,300,19,99000,,,,,,,,,3
,,1,4,3,STEM,3000,1,80000,Perl;SQL;VBA;HTML,SQL Server,,,12,Male,White or of European descent,30,3
3,8,5,13,1,STEM,7500,10,77000,C;C++;C#;Java;Objective-C;Python;SQL;Swift;TypeScript;VB.NET;HTML;CSS;Bash/Shell,"MongoDB;SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Amazon Echo;Android;Arduino;Azure;iOS;SharePoint;Windows Desktop or Server;Firebase,.NET Core;Node.js;Xamarin,12,Male,White or of European descent,40,3
3,6,2,8,3,STEM,5,4,52000,C;C++;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL,Amazon Echo;AWS;Google Cloud Platform/App Engine;Google Home;Linux;Mac OS,Node.js;React;TensorFlow,14,Male,Other,21,2
3,5,2,10,3,STEM,5,7,75000,Java;JavaScript;Objective-C;Python;SQL;Swift;TypeScript;Kotlin;HTML;CSS,Redis;PostgreSQL,Android;Gaming console;Heroku;iOS;Firebase,Angular;Django;React,12,Male,White or of European descent,30,2
1,4,5,8,3,STEM,20000,22,140000,C;JavaScript;Perl;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB;Amazon RDS/Aurora,AWS;Linux;Serverless;WordPress,Django,8,Male,White or of European descent,40,4
1,1,2,5,3,STEM,300,25,111000,Java;JavaScript;SQL;VBA;VB.NET,SQL Server;IBM Db2,Windows Desktop or Server,.NET Core,8,Male,White or of European descent,50,4
2,3,4,8,3,STEM,5,7,120000,C#;JavaScript;PHP;TypeScript;VB.NET;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;Elasticsearch,AWS;iOS;WordPress,Angular;Node.js,12,Male,White or of European descent,30,4
5,4,2,4,4,STEM,300,1,195000,Python;Rust;Scala;Bash/Shell,MongoDB;PostgreSQL,AWS;Heroku;Linux;Mac OS,Hadoop;React;Spark;TensorFlow;Torch/PyTorch,12,Male,White or of European descent,30,5
2,4,2,13,3,STEM,60,16,80000,C#;Groovy;Haskell;Java;JavaScript;PHP;Python;Scala;TypeScript;VB.NET;HTML;CSS;Bash/Shell,SQL Server;IBM Db2,Android;Linux;Raspberry Pi;Windows Desktop or Server,Angular;Spring,8,Male,White or of European descent,40,3
,2,6,5,4,NON-STEM,3000,7,85000,Java;Python;R;SQL;VBA,SQL Server;MySQL;PostgreSQL;SQLite;Oracle;IBM Db2,Linux;Windows Desktop or Server,,12,Male,Black or of African descent,30,3
2,4,3,10,3,NON-STEM,5,4,120000,C;Go;JavaScript;Python;Ruby;Rust;Swift;TypeScript;HTML;CSS,MongoDB;MySQL;PostgreSQL,AWS;Heroku;Serverless;Firebase,React;TensorFlow,8,Male,White or of European descent,30,4
3,3,5,13,3,STEM,300,16,164000,Assembly;C;C++;C#;Java;JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;MariaDB;Apache Hive;Memcached,Arduino;Linux;Windows Desktop or Server,.NET Core;Hadoop;Node.js,12,Male,White or of European descent,30,5
3,,5,9,2,STEM,15,7,120000,CoffeeScript;Go;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;SQLite,,Angular;Node.js;React,12,Male,White or of European descent,30,4
3,4,4,6,3,STEM,3000,4,145000,Java;JavaScript;Scala;SQL;HTML;CSS,MongoDB;MySQL;Google BigQuery;Google Cloud Storage,AWS;Azure;Google Cloud Platform/App Engine;WordPress,Angular;Spark;Spring,12,Male,White or of European descent,30,4
5,5,6,12,3,STEM,60,10,200000,C;Go;Haskell;Java;JavaScript;Objective-C;Perl;Python;Rust;SQL;TypeScript;Bash/Shell,Redis;PostgreSQL;SQLite;Memcached;Amazon Redshift;Amazon RDS/Aurora,Android;AWS;iOS;Linux;Mac OS,Django;Hadoop;Node.js;React;TensorFlow,14,Male,White or of European descent,30,5
,2,2,3,3,STEM,300,1,48000,Python;SQL;HTML,SQL Server;PostgreSQL,Linux;Windows Desktop or Server,,12,Non-Male,White or of European descent,21,1
,2,2,3,3,NON-STEM,60,4,125000,C++;Python;Bash/Shell,SQLite;Google Cloud Storage,Google Cloud Platform/App Engine;Linux,,8,Male,White or of European descent,30,4
3,,2,7,4,STEM,5,22,160000,Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL,,Angular;Node.js;Spring,12,Male,White or of European descent,50,5
2,,2,8,4,STEM,3000,4,70000,JavaScript;Python;R;SQL;VBA;HTML;CSS;Bash/Shell,MongoDB;MySQL,,Node.js;TensorFlow,12,Male,White or of European descent,30,2
,,,4,4,STEM,20000,16,124000,JavaScript;R;HTML;CSS,,,,12,,,,4
1,,3,4,1,,7500,16,180000,JavaScript;PHP;Python;TypeScript,Cassandra;MySQL;Memcached,,Node.js,12,Male,White or of European descent,30,5
3,5,6,9,1,STEM,60,4,93000,JavaScript;Python;R;Ruby;SQL;Swift;TypeScript;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;Neo4j;Elasticsearch,Amazon Echo;AWS;iOS;Linux;Mac OS,Django;Node.js;React,12,Male,White or of European descent,40,3
2,3,2,5,1,NON-STEM,3000,7,85000,C#;JavaScript;Python;SQL;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;SharePoint;Windows Desktop or Server,Angular;.NET Core,12,Male,White or of European descent,40,3
3,3,10,6,1,STEM,20000,4,180000,C;Go;Java;Rust;Scala;SQL,Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Apache HBase;Apache Hive;Elasticsearch,Linux;Mac OS;Raspberry Pi,Hadoop;Node.js;Spark,12,Male,White or of European descent,30,5
4,10,8,15,3,STEM,300,16,105000,Assembly;C#;CoffeeScript;F#;Haskell;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,"MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Memcached;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Android;AWS;Azure;iOS;Linux;Raspberry Pi;Serverless;SharePoint;Windows Desktop or Server;Firebase,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,40,4
4,7,4,4,1,,750,16,150000,C#;CoffeeScript;JavaScript;TypeScript,MongoDB;SQL Server;PostgreSQL;Amazon DynamoDB,Amazon Echo;Android;AWS;iOS;Linux;Serverless;Windows Desktop or Server,.NET Core;Node.js;React;Xamarin,14,Male,White or of European descent,30,4
2,2,4,6,3,STEM,5,16,103000,C#;JavaScript;SQL;TypeScript;HTML;CSS,"SQL Server;MySQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,Angular;.NET Core,12,Male,White or of European descent,40,4
,4,,,4,STEM,5,1,150000,,,Gaming console;Google Cloud Platform/App Engine;iOS;Windows Desktop or Server,,14,Male,White or of European descent,40,4
2,1,3,6,3,STEM,3000,16,130000,JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;SQL Server;Elasticsearch,Linux,Angular;Node.js,8,Male,White or of European descent,40,4
1,4,5,7,4,STEM,60,10,95000,C;C++;JavaScript;Matlab;Python;SQL;Bash/Shell,MongoDB;Redis;PostgreSQL;SQLite;Amazon DynamoDB,Arduino;AWS;ESP8266;Linux,Django,12,Non-Male,White or of European descent,30,3
3,2,5,8,3,STEM,60,7,133000,C++;Go;JavaScript;Python;Ruby;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite;Elasticsearch,Linux;Raspberry Pi,Hadoop;Node.js;TensorFlow,8,Male,White or of European descent,50,4
2,5,4,8,3,NON-STEM,5,7,85000,JavaScript;Python;Ruby;SQL;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL,Android;AWS;Heroku;iOS;Mac OS,Node.js;React,12,,,,3
2,2,,4,4,STEM,5,1,76000,C++;Matlab;Python;Bash/Shell,,Linux;Mac OS,TensorFlow;Torch/PyTorch,12,Male,White or of European descent,30,3
2,6,4,8,3,NON-STEM,300,1,59000,C++;JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL,Amazon Echo;Heroku;Linux;Raspberry Pi;Salesforce;Windows Desktop or Server,Angular;Django,12,Male,White or of European descent,30,2
,,1,4,3,STEM,300,4,100000,Python;R;SQL;VBA,SQL Server,,,8,Male,Black or of African descent,30,3
2,4,3,10,4,STEM,20000,10,87500,C;C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;PostgreSQL,Android;Google Cloud Platform/App Engine;iOS;Firebase,.NET Core;Node.js,8,Male,White or of European descent,30,3
1,5,5,9,3,NON-STEM,300,7,100000,C++;Go;JavaScript;Lua;Python;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;PostgreSQL;Amazon Redshift;Amazon RDS/Aurora,AWS;Linux;Raspberry Pi;Salesforce;Serverless,Angular,8,Male,White or of European descent,40,3
1,3,3,7,3,NON-STEM,15,10,80000,CoffeeScript;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL,Arduino;AWS;Heroku,React,8,Male,White or of European descent,30,3
3,2,1,5,4,STEM,20000,16,135000,C++;C#;Java;Python;VB.NET,Elasticsearch,Linux;Windows Desktop or Server,.NET Core;Spark;Spring,12,Male,White or of European descent,50,4
3,2,2,5,3,STEM,20000,19,151000,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,Angular;.NET Core;React,8,Male,Hispanic or Latino/Latina,40,5
2,,1,2,3,STEM,7500,7,74000,C#;SQL,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",,.NET Core;Hadoop,12,Male,White or of European descent,30,2
,6,2,5,3,,20000,19,128000,Java;JavaScript;SQL;HTML;CSS,SQL Server;PostgreSQL,Android;AWS;Azure;Google Cloud Platform/App Engine;iOS;Firebase,,12,Male,White or of European descent,40,4
3,4,4,10,1,STEM,60,1,50000,C#;Java;JavaScript;PHP;SQL;TypeScript;Kotlin;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;Google Cloud Storage,Android;Google Cloud Platform/App Engine;Heroku;Firebase,Angular;Node.js;React,12,Male,White or of European descent,21,1
1,,,3,3,STEM,60,4,110000,C;Matlab;Python,,,TensorFlow,14,Male,White or of European descent,30,4
3,4,7,9,3,NON-STEM,7500,13,169000,C#;JavaScript;SQL;TypeScript;VBA;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Apache Hive,AWS;Linux;Salesforce;Windows Desktop or Server,Angular;.NET Core;Node.js,12,Male,White or of European descent,40,5
2,4,5,3,3,STEM,750,10,185000,Python;SQL;Bash/Shell,SQL Server;Amazon DynamoDB;Apache Hive;Amazon Redshift;Google BigQuery,AWS;Azure;Google Cloud Platform/App Engine;Linux,.NET Core;Spark,8,Male,White or of European descent,40,5
,2,,4,4,STEM,3000,10,97000,C++;Python;VBA;Bash/Shell,,Linux;Windows Desktop or Server,,12,Male,White or of European descent,30,3
,2,,2,4,STEM,300,4,110000,Python;Bash/Shell,,Linux;Mac OS,,8,Male,White or of European descent,30,4
3,,5,4,3,STEM,15,30,80000,Java;JavaScript;SQL;HTML,SQL Server;PostgreSQL;IBM Db2;Neo4j;Elasticsearch,,Angular;Spring;TensorFlow,14,Male,White or of European descent,60,3
,1,,5,4,STEM,20000,4,83000,Python;R;HTML;CSS;Bash/Shell,,Linux,,14,Male,White or of European descent,30,3
2,4,5,6,4,STEM,300,4,82000,C#;JavaScript;Python;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite;Oracle,Arduino;AWS;Raspberry Pi;Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,30,3
2,2,2,4,3,STEM,60,1,70000,C#;JavaScript;Python;SQL,SQL Server;Oracle,Azure;Windows Desktop or Server,.NET Core;Node.js,12,Male,,21,2
3,3,,4,4,,60,10,140000,Java;Python;R;Scala,,AWS;Linux;Windows Desktop or Server,Hadoop;Spark;TensorFlow,8,Male,White or of European descent,40,4
1,1,2,4,3,STEM,300,13,140000,C#;JavaScript;SQL;TypeScript,SQL Server;Amazon RDS/Aurora,AWS,.NET Core,12,Male,White or of European descent,40,4
4,5,5,8,4,NON-STEM,300,4,110000,Groovy;Java;JavaScript;Julia;Python;R;SQL;Bash/Shell,Redis;MySQL;PostgreSQL;Apache Hive;Amazon Redshift,Android;AWS;Google Cloud Platform/App Engine;Linux;Raspberry Pi,Django;Hadoop;Spark;TensorFlow,8,Male,White or of European descent,30,4
3,4,1,7,3,NON-STEM,300,4,55625,C#;JavaScript;R;SQL;VB.NET;HTML;CSS,SQL Server,AWS;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core;Node.js;TensorFlow,8,Male,White or of European descent,30,2
2,2,6,7,3,,300,7,110000,JavaScript;PHP;SQL;Swift;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon RDS/Aurora,AWS;iOS,Node.js;React,12,Male,White or of European descent,30,4
2,2,4,7,3,STEM,750,16,80000,C#;JavaScript;PHP;SQL;VB.NET;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL,Mainframe;Windows Desktop or Server,.NET Core;Node.js,12,Male,Hispanic or Latino/Latina,50,3
1,6,5,7,4,STEM,7500,7,99000,JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Heroku;Linux;Mac OS;Raspberry Pi;Serverless,Node.js,12,Male,White or of European descent,30,3
6,4,5,8,4,NON-STEM,300,4,87000,C#;Java;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;SQL Server;MySQL;PostgreSQL;SQLite,Android;iOS;Windows Desktop or Server;Windows Phone,Angular;Django;Spark;Xamarin;Spring;TensorFlow,8,Male,White or of European descent,30,3
2,4,7,9,4,STEM,60,10,110000,Java;JavaScript;PHP;Python;Scala;SQL;HTML;CSS;Bash/Shell,Cassandra;Redis;MySQL;PostgreSQL;Memcached;Amazon Redshift;Amazon RDS/Aurora,Android;AWS;iOS;Linux,Node.js;React,12,Male,East Asian,40,4
,2,1,6,3,STEM,60,10,126000,C++;JavaScript;Python;HTML;CSS;Bash/Shell,PostgreSQL,Linux;Windows Desktop or Server,,8,Male,White or of European descent,40,4
6,7,8,15,1,STEM,15,10,90000,C#;F#;Go;Hack;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;SQLite;Oracle;MariaDB;Amazon RDS/Aurora;Elasticsearch,Android;AWS;Linux;Raspberry Pi;Windows Desktop or Server;WordPress;Firebase,Angular;.NET Core;Node.js;React;Cordova;Xamarin,12,Male,White or of European descent,30,3
,2,1,7,3,,15,7,75000,C;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL,AWS;Linux,,12,Male,White or of European descent,30,2
2,1,3,12,2,STEM,300,13,82000,C;C++;C#;JavaScript;PHP;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;MySQL;MariaDB,Windows Desktop or Server,.NET Core;Node.js,8,Male,White or of European descent,60,3
,,3,7,3,NON-STEM,5,4,52000,JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite,,,8,Non-Male,White or of European descent,21,2
